name,box_x1,box_y1,box_x2,box_y2,path,class_label,image_path
orange_cone,194,875,237,922,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00174.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00174.png
orange_cone,417,880,449,930,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00174.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00174.png
orange_cone,431,864,456,907,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00174.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00174.png
orange_cone,570,816,587,834,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00174.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00174.png
orange_cone,636,810,651,828,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00174.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00174.png
orange_cone,582,810,596,826,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00174.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00174.png
orange_cone,540,809,554,825,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00174.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00174.png
orange_cone,444,820,464,842,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00174.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00174.png
orange_cone,384,818,402,839,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00174.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00174.png
orange_cone,352,817,368,836,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00174.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00174.png
orange_cone,385,900,437,964,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00174.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00174.png
orange_cone,332,1074,476,1220,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00209.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00209.png
orange_cone,1050,812,1070,842,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00209.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00209.png
orange_cone,1515,1116,1603,1220,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00209.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00209.png
orange_cone,1131,772,1137,778,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00169.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00169.png
orange_cone,1175,770,1181,778,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00169.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00169.png
orange_cone,477,852,506,897,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00046.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00046.png
orange_cone,472,1174,514,1220,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00095.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00095.png
orange_cone,670,984,748,1094,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00095.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00095.png
orange_cone,702,922,760,1000,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00095.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00095.png
orange_cone,904,908,958,978,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00095.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00095.png
orange_cone,1132,900,1178,966,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00095.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00095.png
orange_cone,312,904,379,971,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00185.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00185.png
orange_cone,429,878,477,932,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00185.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00185.png
orange_cone,521,859,557,905,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00185.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00185.png
orange_cone,688,858,724,904,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00185.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00185.png
orange_cone,819,900,867,964,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00185.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00185.png
orange_cone,853,878,879,928,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00185.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00185.png
orange_cone,871,858,889,900,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00185.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00185.png
orange_cone,827,808,843,826,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00185.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00185.png
orange_cone,851,810,866,829,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00185.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00185.png
orange_cone,898,814,914,834,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00185.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00185.png
orange_cone,1002,811,1018,832,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00185.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00185.png
orange_cone,1062,808,1076,828,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00185.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00185.png
orange_cone,1014,804,1028,824,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00185.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00185.png
orange_cone,978,804,992,821,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00185.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00185.png
orange_cone,206,822,226,844,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00166.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00166.png
orange_cone,1484,844,1514,882,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00137.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00137.png
orange_cone,598,873,627,922,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00179.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00179.png
orange_cone,614,856,632,898,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00179.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00179.png
orange_cone,407,861,448,907,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00179.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00179.png
orange_cone,202,869,246,917,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00179.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00179.png
orange_cone,633,812,650,833,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00179.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00179.png
orange_cone,582,811,596,830,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00179.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00179.png
orange_cone,554,809,572,828,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00179.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00179.png
orange_cone,718,803,731,820,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00179.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00179.png
orange_cone,744,810,760,829,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00179.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00179.png
orange_cone,758,808,768,820,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00179.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00179.png
orange_cone,806,808,820,824,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00179.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00179.png
orange_cone,566,893,616,955,./fsoco_bounding_boxes_train/pwrrt/ann/pwrrt_00179.png.json,2,./fsoco_bounding_boxes_train/pwrrt/img/pwrrt_00179.png
